ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D005783,B737_1117,REAB737-B737_1117-0,46.23059,2024-06-01,False
D005950,B737_1117,REAB737-B737_1117-1,44.009851999999995,2024-06-01,False
D004443,B737_1117,SYSB737-B737_1117-2,8.135182,2024-06-01,False
D002757,B737_1117,ORDB737-B737_1117-3,41.754982,2024-06-01,False
D006551,B737_1117,AUTB737-B737_1117-4,48.024394,2024-06-01,False
D001668,B737_1117,SYSB737-B737_1117-5,25.12316,2024-06-01,False
D001573,B737_1117,RADB737-B737_1117-6,42.126146,2024-06-01,False
D001649,B737_1117,SYSB737-B737_1117-7,40.797740000000005,2024-06-01,False
D003982,B737_1117,SYSB737-B737_1117-8,60.048338,2024-06-01,False
D002711,B737_1117,SYSB737-B737_1117-9,29.583146,2024-06-01,False
D006527,B737_1117,SYSB737-B737_1117-10,60.268194,2024-06-01,False
D001034,B737_1117,UNIB737-B737_1117-11,30.028848,2024-06-01,False
D006716,B737_1117,SYSB737-B737_1117-12,25.311718,2024-06-01,False
D007391,B737_1117,SYSB737-B737_1117-13,36.490774,2024-06-01,False
D002486,B737_1117,SYSB737-B737_1117-14,56.792346,2024-06-01,False
D009356,B737_1117,SYSB737-B737_1117-15,47.000722,2024-06-01,False
D005842,B737_1117,GENB737-B737_1117-16,5.759032,2024-06-01,False
D002417,B737_1117,TRAB737-B737_1117-17,24.929678000000003,2024-06-01,False
D003433,B737_1117,TRAB737-B737_1117-18,49.394328,2024-06-01,False
D006073,B737_1117,SYSB737-B737_1117-19,34.210314000000004,2024-06-01,False
D000433,B737_1117,AILB737-B737_1117-20,14.773447999999998,2024-06-01,False
D005302,B737_1117,EMPB737-B737_1117-21,17.971072,2024-06-01,False
D003019,B737_1117,FLAB737-B737_1117-22,19.91455,2024-06-01,False
D003894,B737_1117,SPOB737-B737_1117-23,14.439452,2024-06-01,False
D000993,B737_1117,FREB737-B737_1117-24,28.92353,2024-06-01,False
D001528,B737_1117,SYSB737-B737_1117-25,22.35475,2024-06-01,False
D007537,B737_1117,GOUB737-B737_1117-26,20.269586,2024-06-01,False
D003339,B737_1117,SYSB737-B737_1117-27,31.806476,2024-06-01,False
D003927,B737_1117,SYSB737-B737_1117-28,37.454986,2024-06-01,False
D004063,B737_1117,SYSB737-B737_1117-29,51.121041999999996,2024-06-01,False
D007772,B737_1117,ECLB737-B737_1117-30,34.863458,2024-06-01,False
D001709,B737_1117,SIEB737-B737_1117-31,21.334812000000003,2024-06-01,False
D005925,B737_1117,SIEB737-B737_1117-32,17.5384,2024-06-01,False
D009788,B737_1117,SYSB737-B737_1117-33,53.54647,2024-06-01,False
D003579,B737_1117,SYSB737-B737_1117-34,20.255352,2024-06-01,False
D003314,B737_1117,TOIB737-B737_1117-35,49.01946,2024-06-01,False
D008730,B737_1117,SYSB737-B737_1117-36,26.424986,2024-06-01,False
D007788,B737_1117,DETB737-B737_1117-37,45.458732,2024-06-01,False
D005375,B737_1117,ECLB737-B737_1117-38,10.494618,2024-06-01,False
D000255,B737_1117,PORB737-B737_1117-39,1.787594,2024-06-01,False
D005400,B737_1117,SYSB737-B737_1117-40,21.489876,2024-06-01,False
D009596,B737_1117,PORB737-B737_1117-41,10.886914,2024-06-01,False
D001687,B737_1117,HUBB737-B737_1117-42,41.385756,2024-06-01,False
D000036,B737_1117,ECLB737-B737_1117-43,37.055178,2024-06-01,False
D007168,B737_1117,SYSB737-B737_1117-44,41.085192,2024-06-01,False
D005412,A320_4367,REAA320-A320_4367-0,2.9640500000000003,2024-06-04,False
D000467,A320_4367,REAA320-A320_4367-1,60.796339999999994,2024-06-04,False
D000532,A320_4367,SYSA320-A320_4367-2,51.80869,2024-06-04,False
D002595,A320_4367,ORDA320-A320_4367-3,38.63969,2024-06-04,False
D007664,A320_4367,AUTA320-A320_4367-4,7.47623,2024-06-04,False
D008390,A320_4367,SYSA320-A320_4367-5,28.102199999999996,2024-06-04,False
D002514,A320_4367,RADA320-A320_4367-6,39.65307,2024-06-04,False
D007384,A320_4367,SYSA320-A320_4367-7,40.6633,2024-06-04,False
D003466,A320_4367,SYSA320-A320_4367-8,13.009710000000002,2024-06-04,False
D005109,A320_4367,SYSA320-A320_4367-9,56.868069999999996,2024-06-04,False
D002129,A320_4367,SYSA320-A320_4367-10,60.06723,2024-06-04,False
D001297,A320_4367,UNIA320-A320_4367-11,11.65016,2024-06-04,False
D000158,A320_4367,SYSA320-A320_4367-12,13.516810000000001,2024-06-04,False
D004686,A320_4367,SYSA320-A320_4367-13,31.23833,2024-06-04,False
D002549,A320_4367,SYSA320-A320_4367-14,8.38207,2024-06-04,False
D008803,A320_4367,SYSA320-A320_4367-15,12.932989999999998,2024-06-04,False
D000887,A320_4367,GENA320-A320_4367-16,3.0744400000000005,2024-06-04,False
D009619,A320_4367,TRAA320-A320_4367-17,6.86501,2024-06-04,False
D009737,A320_4367,TRAA320-A320_4367-18,50.25676,2024-06-04,False
D005134,A320_4367,SYSA320-A320_4367-19,45.942629999999994,2024-06-04,False
D001109,A320_4367,AILA320-A320_4367-20,3.7571600000000003,2024-06-04,False
D003213,A320_4367,EMPA320-A320_4367-21,26.34624,2024-06-04,False
D009921,A320_4367,FLAA320-A320_4367-22,7.20225,2024-06-04,False
D002972,A320_4367,SPOA320-A320_4367-23,5.308339999999999,2024-06-04,False
D005175,A320_4367,FREA320-A320_4367-24,55.571349999999995,2024-06-04,False
D003537,A320_4367,SYSA320-A320_4367-25,48.07125,2024-06-04,False
D001913,A320_4367,GOUA320-A320_4367-26,21.68787,2024-06-04,False
D005751,A320_4367,SYSA320-A320_4367-27,29.800420000000003,2024-06-04,False
D009311,A320_4367,SYSA320-A320_4367-28,30.040869999999998,2024-06-04,False
D004117,A320_4367,SYSA320-A320_4367-29,33.747389999999996,2024-06-04,False
D002156,A320_4367,ECLA320-A320_4367-30,36.700109999999995,2024-06-04,False
D009617,A320_4367,SIEA320-A320_4367-31,42.52954,2024-06-04,False
D000981,A320_4367,SIEA320-A320_4367-32,15.338,2024-06-04,False
D006102,A320_4367,SYSA320-A320_4367-33,40.33865,2024-06-04,False
D004700,A320_4367,SYSA320-A320_4367-34,23.028840000000002,2024-06-04,False
D007898,A320_4367,TOIA320-A320_4367-35,31.2507,2024-06-04,False
D000011,A320_4367,SYSA320-A320_4367-36,28.82087,2024-06-04,False
D007502,A320_4367,DETA320-A320_4367-37,8.91594,2024-06-04,False
D009681,A320_4367,ECLA320-A320_4367-38,29.29231,2024-06-04,False
D003629,A320_4367,PORA320-A320_4367-39,40.72023,2024-06-04,False
D007639,A320_4367,SYSA320-A320_4367-40,41.36341999999999,2024-06-04,False
D008992,A320_4367,PORA320-A320_4367-41,42.82963,2024-06-04,False
D002721,A320_4367,HUBA320-A320_4367-42,53.818020000000004,2024-06-04,False
D000481,A320_4367,ECLA320-A320_4367-43,60.19751,2024-06-04,False
D004696,A320_4367,SYSA320-A320_4367-44,42.70164,2024-06-04,False
D004819,A380_0178,REAA380-A380_0178-0,45.933049999999994,2024-06-04,False
D006062,A380_0178,REAA380-A380_0178-1,56.051539999999996,2024-06-04,False
D001207,A380_0178,SYSA380-A380_0178-2,27.32689,2024-06-04,False
D003914,A380_0178,ORDA380-A380_0178-3,37.03789,2024-06-04,False
D005979,A380_0178,AUTA380-A380_0178-4,16.60563,2024-06-04,False
D004211,A380_0178,SYSA380-A380_0178-5,30.6582,2024-06-04,False
D009560,A380_0178,RADA380-A380_0178-6,20.92767,2024-06-04,False
D007241,A380_0178,SYSA380-A380_0178-7,54.87729999999999,2024-06-04,False
D000966,A380_0178,SYSA380-A380_0178-8,63.43351,2024-06-04,False
D006643,A380_0178,SYSA380-A380_0178-9,50.102669999999996,2024-06-04,False
D009237,A380_0178,SYSA380-A380_0178-10,39.30662999999999,2024-06-04,False
D006811,A380_0178,UNIA380-A380_0178-11,34.364959999999996,2024-06-04,False
D009155,A380_0178,SYSA380-A380_0178-12,62.928610000000006,2024-06-04,False
D005967,A380_0178,SYSA380-A380_0178-13,47.44573000000001,2024-06-04,False
D000104,A380_0178,SYSA380-A380_0178-14,16.42667,2024-06-04,False
D007035,A380_0178,SYSA380-A380_0178-15,36.59519,2024-06-04,False
D005232,A380_0178,GENA380-A380_0178-16,7.73764,2024-06-04,False
D009989,A380_0178,TRAA380-A380_0178-17,9.38281,2024-06-04,False
D004079,A380_0178,TRAA380-A380_0178-18,54.839560000000006,2024-06-04,False
D000260,A380_0178,SYSA380-A380_0178-19,52.84403,2024-06-04,False
D002762,A380_0178,AILA380-A380_0178-20,45.02195999999999,2024-06-04,False
D009164,A380_0178,EMPA380-A380_0178-21,38.74344,2024-06-04,False
D006406,A380_0178,FLAA380-A380_0178-22,20.167249999999996,2024-06-04,False
D006807,A380_0178,SPOA380-A380_0178-23,46.663540000000005,2024-06-04,False
D006020,A380_0178,FREA380-A380_0178-24,31.554350000000003,2024-06-04,False
D004086,A380_0178,SYSA380-A380_0178-25,4.50625,2024-06-04,False
D000886,A380_0178,GOUA380-A380_0178-26,9.45647,2024-06-04,False
D009460,A380_0178,SYSA380-A380_0178-27,23.868019999999998,2024-06-04,False
D008857,A380_0178,SYSA380-A380_0178-28,43.48946999999999,2024-06-04,False
D006997,A380_0178,SYSA380-A380_0178-29,15.92159,2024-06-04,False
D002538,A380_0178,ECLA380-A380_0178-30,24.25591,2024-06-04,False
D005420,A380_0178,SIEA380-A380_0178-31,34.08073999999999,2024-06-04,False
D001844,A380_0178,SIEA380-A380_0178-32,63.958000000000006,2024-06-04,False
D009129,A380_0178,SYSA380-A380_0178-33,38.01565,2024-06-04,False
D006670,A380_0178,SYSA380-A380_0178-34,46.964040000000004,2024-06-04,False
D005928,A380_0178,TOIA380-A380_0178-35,17.5167,2024-06-04,False
D003174,A380_0178,SYSA380-A380_0178-36,29.61947,2024-06-04,False
D007969,A380_0178,DETA380-A380_0178-37,18.919140000000002,2024-06-04,False
D001531,A380_0178,ECLA380-A380_0178-38,30.334110000000006,2024-06-04,False
D006875,A380_0178,PORA380-A380_0178-39,59.939629999999994,2024-06-04,False
D000357,A380_0178,SYSA380-A380_0178-40,38.97102,2024-06-04,False
D001299,A380_0178,PORA380-A380_0178-41,21.75103,2024-06-04,False
D008893,A380_0178,HUBA380-A380_0178-42,63.79362,2024-06-04,False
D005537,A380_0178,ECLA380-A380_0178-43,18.62531,2024-06-04,False
D003391,A380_0178,SYSA380-A380_0178-44,31.920840000000002,2024-06-04,False
D006102,A340_4633,REAA340-A340_4633-0,27.855295,2024-05-31,False
D002698,A340_4633,REAA340-A340_4633-1,29.474926,2024-05-31,False
D004715,A340_4633,SYSA340-A340_4633-2,5.897591,2024-05-31,False
D002888,A340_4633,ORDA340-A340_4633-3,15.502491000000001,2024-05-31,False
D000412,A340_4633,AUTA340-A340_4633-4,50.217197,2024-05-31,False
D003483,A340_4633,SYSA340-A340_4633-5,53.38158,2024-05-31,False
D007752,A340_4633,RADA340-A340_4633-6,57.858073,2024-05-31,False
D004409,A340_4633,SYSA340-A340_4633-7,30.788870000000003,2024-05-31,False
D008933,A340_4633,SYSA340-A340_4633-8,47.104169,2024-05-31,False
D004334,A340_4633,SYSA340-A340_4633-9,27.391573,2024-05-31,False
D000807,A340_4633,SYSA340-A340_4633-10,50.319097,2024-05-31,False
D002658,A340_4633,UNIA340-A340_4633-11,20.874423999999998,2024-05-31,False
D004462,A340_4633,SYSA340-A340_4633-12,59.420859,2024-05-31,False
D009421,A340_4633,SYSA340-A340_4633-13,3.480387,2024-05-31,False
D008344,A340_4633,SYSA340-A340_4633-14,12.731173,2024-05-31,False
D003405,A340_4633,SYSA340-A340_4633-15,55.145361,2024-05-31,False
D002658,A340_4633,GENA340-A340_4633-16,13.719515999999999,2024-05-31,False
D007187,A340_4633,TRAA340-A340_4633-17,58.069839,2024-05-31,False
D009557,A340_4633,TRAA340-A340_4633-18,36.842164000000004,2024-05-31,False
D006400,A340_4633,SYSA340-A340_4633-19,20.375157,2024-05-31,False
D004777,A340_4633,AILA340-A340_4633-20,23.906724,2024-05-31,False
D004810,A340_4633,EMPA340-A340_4633-21,5.530536,2024-05-31,False
D006973,A340_4633,FLAA340-A340_4633-22,6.772275,2024-05-31,False
D009280,A340_4633,SPOA340-A340_4633-23,15.724725999999999,2024-05-31,False
D000002,A340_4633,FREA340-A340_4633-24,21.801765,2024-05-31,False
D003105,A340_4633,SYSA340-A340_4633-25,44.007374999999996,2024-05-31,False
D000561,A340_4633,GOUA340-A340_4633-26,28.764793,2024-05-31,False
D000399,A340_4633,SYSA340-A340_4633-27,54.738237999999996,2024-05-31,False
D003814,A340_4633,SYSA340-A340_4633-28,7.507493,2024-05-31,False
D001131,A340_4633,SYSA340-A340_4633-29,42.720521,2024-05-31,False
D003969,A340_4633,ECLA340-A340_4633-30,50.331729,2024-05-31,False
D001020,A340_4633,SIEA340-A340_4633-31,13.367406,2024-05-31,False
D005693,A340_4633,SIEA340-A340_4633-32,59.6542,2024-05-31,False
D003010,A340_4633,SYSA340-A340_4633-33,35.453235,2024-05-31,False
D007953,A340_4633,SYSA340-A340_4633-34,24.527676,2024-05-31,False
D006784,A340_4633,TOIA340-A340_4633-35,58.44473,2024-05-31,False
D004321,A340_4633,SYSA340-A340_4633-36,46.187492999999996,2024-05-31,False
D007129,A340_4633,DETA340-A340_4633-37,17.044366,2024-05-31,False
D008594,A340_4633,ECLA340-A340_4633-38,36.192309,2024-05-31,False
D000588,A340_4633,PORA340-A340_4633-39,10.563797000000001,2024-05-31,False
D003095,A340_4633,SYSA340-A340_4633-40,42.214938,2024-05-31,False
D007485,A340_4633,PORA340-A340_4633-41,7.568457,2024-05-31,False
D003136,A340_4633,HUBA340-A340_4633-42,23.127878,2024-05-31,False
D007663,A340_4633,ECLA340-A340_4633-43,32.482589000000004,2024-05-31,False
D001848,A340_4633,SYSA340-A340_4633-44,22.412596,2024-05-31,False
D007668,A350_6452,REAA350-A350_6452-0,3.4847100000000006,2024-06-04,False
D000538,A350_6452,REAA350-A350_6452-1,48.522988000000005,2024-06-04,False
D008221,A350_6452,SYSA350-A350_6452-2,58.858758,2024-06-04,False
D007421,A350_6452,ORDA350-A350_6452-3,8.194958,2024-06-04,False
D009818,A350_6452,AUTA350-A350_6452-4,8.973586000000001,2024-06-04,False
D002956,A350_6452,SYSA350-A350_6452-5,37.94404000000001,2024-06-04,False
D001357,A350_6452,RADA350-A350_6452-6,25.377674,2024-06-04,False
D009911,A350_6452,SYSA350-A350_6452-7,21.778059999999996,2024-06-04,False
D001416,A350_6452,SYSA350-A350_6452-8,8.076122,2024-06-04,False
D004255,A350_6452,SYSA350-A350_6452-9,5.010674,2024-06-04,False
D002184,A350_6452,SYSA350-A350_6452-10,2.815786,2024-06-04,False
D007270,A350_6452,UNIA350-A350_6452-11,40.247312,2024-06-04,False
D002024,A350_6452,SYSA350-A350_6452-12,6.037342000000001,2024-06-04,False
D002417,A350_6452,SYSA350-A350_6452-13,46.611805999999994,2024-06-04,False
D004380,A350_6452,SYSA350-A350_6452-14,37.845473999999996,2024-06-04,False
D009092,A350_6452,SYSA350-A350_6452-15,16.435018,2024-06-04,False
D000080,A350_6452,GENA350-A350_6452-16,28.494408,2024-06-04,False
D004232,A350_6452,TRAA350-A350_6452-17,60.13258199999999,2024-06-04,False
D009711,A350_6452,TRAA350-A350_6452-18,23.533432,2024-06-04,False
D003758,A350_6452,SYSA350-A350_6452-19,25.424066,2024-06-04,False
D002435,A350_6452,AILA350-A350_6452-20,61.604712,2024-06-04,False
D003605,A350_6452,EMPA350-A350_6452-21,57.049168,2024-06-04,False
D005661,A350_6452,FLAA350-A350_6452-22,10.003950000000001,2024-06-04,False
D003516,A350_6452,SPOA350-A350_6452-23,62.695388,2024-06-04,False
D001887,A350_6452,FREA350-A350_6452-24,17.031570000000002,2024-06-04,False
D008273,A350_6452,SYSA350-A350_6452-25,49.607749999999996,2024-06-04,False
D003799,A350_6452,GOUA350-A350_6452-26,25.069034000000002,2024-06-04,False
D003727,A350_6452,SYSA350-A350_6452-27,46.378444,2024-06-04,False
D006584,A350_6452,SYSA350-A350_6452-28,62.421634,2024-06-04,False
D001311,A350_6452,SYSA350-A350_6452-29,22.629098000000003,2024-06-04,False
D001656,A350_6452,ECLA350-A350_6452-30,58.901402,2024-06-04,False
D003495,A350_6452,SIEA350-A350_6452-31,56.871228,2024-06-04,False
D001207,A350_6452,SIEA350-A350_6452-32,19.249599999999997,2024-06-04,False
D006904,A350_6452,SYSA350-A350_6452-33,36.22843,2024-06-04,False
D002122,A350_6452,SYSA350-A350_6452-34,27.372488,2024-06-04,False
D009695,A350_6452,TOIA350-A350_6452-35,54.19874,2024-06-04,False
D009725,A350_6452,SYSA350-A350_6452-36,20.321634,2024-06-04,False
D001839,A350_6452,DETA350-A350_6452-37,14.523708000000003,2024-06-04,False
D002569,A350_6452,ECLA350-A350_6452-38,62.707442,2024-06-04,False
D008132,A350_6452,PORA350-A350_6452-39,53.814386,2024-06-04,False
D006468,A350_6452,SYSA350-A350_6452-40,56.963044,2024-06-04,False
D000077,A350_6452,PORA350-A350_6452-41,18.529466000000003,2024-06-04,False
D008971,A350_6452,HUBA350-A350_6452-42,61.876764,2024-06-04,False
D002832,A350_6452,ECLA350-A350_6452-43,45.312082000000004,2024-06-04,False
D004180,A350_6452,SYSA350-A350_6452-44,28.575447999999998,2024-06-04,False
D003819,A330_2602,REAA330-A330_2602-0,23.05284,2024-06-02,False
D001981,A330_2602,REAA330-A330_2602-1,44.641152000000005,2024-06-02,False
D007285,A330_2602,SYSA330-A330_2602-2,51.202231999999995,2024-06-02,False
D001186,A330_2602,ORDA330-A330_2602-3,53.937032,2024-06-02,False
D001694,A330_2602,AUTA330-A330_2602-4,33.806743999999995,2024-06-02,False
D006613,A330_2602,SYSA330-A330_2602-5,51.57216,2024-06-02,False
D000697,A330_2602,RADA330-A330_2602-6,46.142296,2024-06-02,False
D006086,A330_2602,SYSA330-A330_2602-7,5.25624,2024-06-02,False
D002034,A330_2602,SYSA330-A330_2602-8,24.609288000000003,2024-06-02,False
D000527,A330_2602,SYSA330-A330_2602-9,13.774296,2024-06-02,False
D007143,A330_2602,SYSA330-A330_2602-10,22.585544000000002,2024-06-02,False
D006977,A330_2602,UNIA330-A330_2602-11,57.530048,2024-06-02,False
D003830,A330_2602,SYSA330-A330_2602-12,19.212168,2024-06-02,False
D000078,A330_2602,SYSA330-A330_2602-13,2.117624,2024-06-02,False
D007525,A330_2602,SYSA330-A330_2602-14,55.71349599999999,2024-06-02,False
D001144,A330_2602,SYSA330-A330_2602-15,34.861272,2024-06-02,False
D005099,A330_2602,GENA330-A330_2602-16,42.884831999999996,2024-06-02,False
D003259,A330_2602,TRAA330-A330_2602-17,3.5391280000000007,2024-06-02,False
D007371,A330_2602,TRAA330-A330_2602-18,9.752528,2024-06-02,False
D003316,A330_2602,SYSA330-A330_2602-19,61.150664,2024-06-02,False
D003491,A330_2602,AILA330-A330_2602-20,55.429648,2024-06-02,False
D004082,A330_2602,EMPA330-A330_2602-21,50.207872,2024-06-02,False
D003300,A330_2602,FLAA330-A330_2602-22,57.5658,2024-06-02,False
D004297,A330_2602,SPOA330-A330_2602-23,17.770752,2024-06-02,False
D009550,A330_2602,FREA330-A330_2602-24,3.52428,2024-06-02,False
D004179,A330_2602,SYSA330-A330_2602-25,52.531000000000006,2024-06-02,False
D008051,A330_2602,GOUA330-A330_2602-26,39.911736000000005,2024-06-02,False
D003074,A330_2602,SYSA330-A330_2602-27,5.713376,2024-06-02,False
D008519,A330_2602,SYSA330-A330_2602-28,26.432136,2024-06-02,False
D005148,A330_2602,SYSA330-A330_2602-29,61.169592,2024-06-02,False
D006405,A330_2602,ECLA330-A330_2602-30,8.112408,2024-06-02,False
D000785,A330_2602,SIEA330-A330_2602-31,14.930112000000001,2024-06-02,False
D005567,A330_2602,SIEA330-A330_2602-32,49.2384,2024-06-02,False
D009111,A330_2602,SYSA330-A330_2602-33,51.10572,2024-06-02,False
D009485,A330_2602,SYSA330-A330_2602-34,48.499152,2024-06-02,False
D007170,A330_2602,TOIA330-A330_2602-35,4.74096,2024-06-02,False
D005902,A330_2602,SYSA330-A330_2602-36,59.632136,2024-06-02,False
D000041,A330_2602,DETA330-A330_2602-37,18.432032,2024-06-02,False
D006488,A330_2602,ECLA330-A330_2602-38,25.002568000000004,2024-06-02,False
D000623,A330_2602,PORA330-A330_2602-39,60.359944,2024-06-02,False
D008106,A330_2602,SYSA330-A330_2602-40,10.301776,2024-06-02,False
D009709,A330_2602,PORA330-A330_2602-41,11.942264,2024-06-02,False
D007767,A330_2602,HUBA330-A330_2602-42,22.444656000000002,2024-06-02,False
D006210,A330_2602,ECLA330-A330_2602-43,27.317128,2024-06-02,False
D009177,A330_2602,SYSA330-A330_2602-44,10.314992,2024-06-02,False
D004344,A320_5229,REAA320-A320_5229-0,10.36457,2024-06-01,False
D009251,A320_5229,REAA320-A320_5229-1,24.089396,2024-06-01,False
D001171,A320_5229,SYSA320-A320_5229-2,20.268986,2024-06-01,False
D004974,A320_5229,ORDA320-A320_5229-3,1.844386,2024-06-01,False
D003034,A320_5229,AUTA320-A320_5229-4,2.567662,2024-06-01,False
D008176,A320_5229,SYSA320-A320_5229-5,60.75668,2024-06-01,False
D006703,A320_5229,RADA320-A320_5229-6,41.470758,2024-06-01,False
D007151,A320_5229,SYSA320-A320_5229-7,38.67402,2024-06-01,False
D000574,A320_5229,SYSA320-A320_5229-8,26.199974,2024-06-01,False
D001812,A320_5229,SYSA320-A320_5229-9,20.121758000000003,2024-06-01,False
D006953,A320_5229,SYSA320-A320_5229-10,18.445062,2024-06-01,False
D000823,A320_5229,UNIA320-A320_5229-11,14.240704000000001,2024-06-01,False
D004406,A320_5229,SYSA320-A320_5229-12,17.779714000000002,2024-06-01,False
D001462,A320_5229,SYSA320-A320_5229-13,46.986402,2024-06-01,False
D001659,A320_5229,SYSA320-A320_5229-14,55.393358,2024-06-01,False
D001709,A320_5229,SYSA320-A320_5229-15,10.372406,2024-06-01,False
D004532,A320_5229,GENA320-A320_5229-16,25.302536,2024-06-01,False
D000904,A320_5229,TRAA320-A320_5229-17,31.406793999999998,2024-06-01,False
D004804,A320_5229,TRAA320-A320_5229-18,37.848744,2024-06-01,False
D005450,A320_5229,SYSA320-A320_5229-19,41.921822,2024-06-01,False
D005641,A320_5229,AILA320-A320_5229-20,33.336504000000005,2024-06-01,False
D005287,A320_5229,EMPA320-A320_5229-21,3.385456,2024-06-01,False
D008564,A320_5229,FLAA320-A320_5229-22,21.459650000000003,2024-06-01,False
D001745,A320_5229,SPOA320-A320_5229-23,12.720196,2024-06-01,False
D008673,A320_5229,FREA320-A320_5229-24,19.98819,2024-06-01,False
D004004,A320_5229,SYSA320-A320_5229-25,16.84425,2024-06-01,False
D008200,A320_5229,GOUA320-A320_5229-26,42.655878,2024-06-01,False
D007779,A320_5229,SYSA320-A320_5229-27,39.025347999999994,2024-06-01,False
D004670,A320_5229,SYSA320-A320_5229-28,29.990078000000004,2024-06-01,False
D005910,A320_5229,SYSA320-A320_5229-29,24.117766,2024-06-01,False
D003703,A320_5229,ECLA320-A320_5229-30,16.095734,2024-06-01,False
D001772,A320_5229,SIEA320-A320_5229-31,14.757476,2024-06-01,False
D002649,A320_5229,SIEA320-A320_5229-32,13.4132,2024-06-01,False
D001611,A320_5229,SYSA320-A320_5229-33,13.50181,2024-06-01,False
D004949,A320_5229,SYSA320-A320_5229-34,13.995896,2024-06-01,False
D005860,A320_5229,TOIA320-A320_5229-35,61.36158,2024-06-01,False
D006036,A320_5229,SYSA320-A320_5229-36,17.640078000000003,2024-06-01,False
D008239,A320_5229,DETA320-A320_5229-37,38.295636,2024-06-01,False
D002240,A320_5229,ECLA320-A320_5229-38,27.956414,2024-06-01,False
D005113,A320_5229,PORA320-A320_5229-39,33.711262000000005,2024-06-01,False
D007590,A320_5229,SYSA320-A320_5229-40,31.623548,2024-06-01,False
D001564,A320_5229,PORA320-A320_5229-41,41.563621999999995,2024-06-01,False
D006922,A320_5229,HUBA320-A320_5229-42,45.210788,2024-06-01,False
D008593,A320_5229,ECLA320-A320_5229-43,56.323294000000004,2024-06-01,False
D007494,A320_5229,SYSA320-A320_5229-44,18.808216,2024-06-01,False
D005635,CRJ900_4042,REACRJ900-CRJ900_4042-0,40.57021000000001,2024-06-03,False
D001513,CRJ900_4042,REACRJ900-CRJ900_4042-1,55.920387999999996,2024-06-03,False
D009917,CRJ900_4042,SYSCRJ900-CRJ900_4042-2,18.084657999999997,2024-06-03,False
D006178,CRJ900_4042,ORDCRJ900-CRJ900_4042-3,43.080858,2024-06-03,False
D006574,CRJ900_4042,AUTCRJ900-CRJ900_4042-4,6.938886,2024-06-03,False
D005978,CRJ900_4042,SYSCRJ900-CRJ900_4042-5,56.61604,2024-06-03,False
D003097,CRJ900_4042,RADCRJ900-CRJ900_4042-6,11.225374,2024-06-03,False
D002317,CRJ900_4042,SYSCRJ900-CRJ900_4042-7,34.241060000000004,2024-06-03,False
D008393,CRJ900_4042,SYSCRJ900-CRJ900_4042-8,4.994222000000001,2024-06-03,False
D005763,CRJ900_4042,SYSCRJ900-CRJ900_4042-9,53.448374,2024-06-03,False
D007448,CRJ900_4042,SYSCRJ900-CRJ900_4042-10,40.001086,2024-06-03,False
D002437,CRJ900_4042,UNICRJ900-CRJ900_4042-11,27.584912,2024-06-03,False
D007160,CRJ900_4042,SYSCRJ900-CRJ900_4042-12,53.63644200000001,2024-06-03,False
D008223,CRJ900_4042,SYSCRJ900-CRJ900_4042-13,5.168106,2024-06-03,False
D001009,CRJ900_4042,SYSCRJ900-CRJ900_4042-14,34.29317399999999,2024-06-03,False
D005054,CRJ900_4042,SYSCRJ900-CRJ900_4042-15,18.643918000000003,2024-06-03,False
D002852,CRJ900_4042,GENCRJ900-CRJ900_4042-16,12.282808,2024-06-03,False
D009949,CRJ900_4042,TRACRJ900-CRJ900_4042-17,6.8736820000000005,2024-06-03,False
D004237,CRJ900_4042,TRACRJ900-CRJ900_4042-18,17.477032,2024-06-03,False
D007754,CRJ900_4042,SYSCRJ900-CRJ900_4042-19,24.233366,2024-06-03,False
D004996,CRJ900_4042,AILCRJ900-CRJ900_4042-20,33.382312,2024-06-03,False
D000214,CRJ900_4042,EMPCRJ900-CRJ900_4042-21,20.285567999999998,2024-06-03,False
D008439,CRJ900_4042,FLACRJ900-CRJ900_4042-22,52.46145,2024-06-03,False
D007450,CRJ900_4042,SPOCRJ900-CRJ900_4042-23,2.462788,2024-06-03,False
D005695,CRJ900_4042,FRECRJ900-CRJ900_4042-24,27.280070000000002,2024-06-03,False
D001118,CRJ900_4042,SYSCRJ900-CRJ900_4042-25,52.49525,2024-06-03,False
D003637,CRJ900_4042,GOUCRJ900-CRJ900_4042-26,39.694734000000004,2024-06-03,False
D000606,CRJ900_4042,SYSCRJ900-CRJ900_4042-27,6.254644000000001,2024-06-03,False
D008817,CRJ900_4042,SYSCRJ900-CRJ900_4042-28,54.817334,2024-06-03,False
D009673,CRJ900_4042,SYSCRJ900-CRJ900_4042-29,8.751998,2024-06-03,False
D003557,CRJ900_4042,ECLCRJ900-CRJ900_4042-30,11.373502,2024-06-03,False
D006882,CRJ900_4042,SIECRJ900-CRJ900_4042-31,10.810628,2024-06-03,False
D002274,CRJ900_4042,SIECRJ900-CRJ900_4042-32,51.169599999999996,2024-06-03,False
D000986,CRJ900_4042,SYSCRJ900-CRJ900_4042-33,52.42993,2024-06-03,False
D009816,CRJ900_4042,SYSCRJ900-CRJ900_4042-34,42.754888,2024-06-03,False
D001259,CRJ900_4042,TOICRJ900-CRJ900_4042-35,12.965740000000002,2024-06-03,False
