ref_vol,aero_linked,jour_vol,time_en_air,etat_voyant,temp en °C,pressure en hPa,vibrations en m/s²
V07456677,CRJ900_4042,2024-06-05,7.8,1,-17.6,974.8,4.121
V01440581,A350_3122,2024-06-05,8.7,0,-2.8,1038.8,3.945
V09483583,A320_6731,2024-06-05,4.2,0,1.8,895.9,1.286
V07931530,E170_5551,2024-06-05,4.7,0,-10.7,952.6,0.932
V04248926,B767_3878,2024-06-05,3.8,0,7.7,920.7,0.139
V06386435,B777_2912,2024-06-05,5.1,0,10.3,932.3,2.292
V00855957,E170_5551,2024-06-05,2.6,0,14.6,894.7,2.462
V06758101,B747_2846,2024-06-05,2.2,0,-4.4,1018.3,2.855
V07627748,B777_6867,2024-06-05,5.4,0,-7.5,943.1,3.149
V02634845,A330_6979,2024-06-05,7.5,1,-15.1,929.3,2.525
V02439338,E175_5586,2024-06-05,6.7,0,-4.4,983.5,2.556
V06470861,B747_5273,2024-06-05,6.0,0,-4.0,909.6,2.743
V01585107,B777_4962,2024-06-05,3.3,1,-13.2,903.1,2.711
V05640538,A350_2655,2024-06-05,4.5,0,-11.9,944.1,0.632
V00326022,A350_5987,2024-06-05,6.1,1,-12.9,931.2,0.245
V03612216,A340_1047,2024-06-05,4.2,1,-27.0,931.2,4.693
V08358522,CRJ900_3675,2024-06-05,4.8,0,14.6,1032.0,4.217
V04231827,B777_5963,2024-06-05,6.2,0,-3.3,978.0,2.714
V07436797,A321_1968,2024-06-05,2.4,1,-13.6,948.4,3.98
V06486676,B737_1256,2024-06-05,6.2,0,8.8,1048.1,1.169
V07864883,E175_2805,2024-06-05,5.8,0,-8.1,967.1,3.51
V02725513,B777_0908,2024-06-05,4.0,0,12.8,1025.6,2.453
V00414440,A321_0473,2024-06-05,8.2,0,2.0,944.2,4.648
V06406095,B777_3776,2024-06-05,9.3,0,8.9,955.6,1.336
V03676278,A320_3521,2024-06-05,5.8,0,-10.5,997.4,2.256
V08375145,B767_4924,2024-06-05,7.3,0,-3.5,1023.0,0.45
V04131013,E170_1130,2024-06-05,7.0,0,-1.3,984.3,2.448
V09023929,CRJ900_1993,2024-06-05,7.2,1,-14.1,978.6,4.835
V02193814,B757_1844,2024-06-05,4.1,0,-7.5,982.9,3.986
V04150353,A340_1505,2024-06-05,5.2,0,-8.3,1020.1,0.625
V08117818,B747_6800,2024-06-05,6.8,0,-7.6,967.5,4.433
V03905253,A330_1199,2024-06-05,5.5,1,-12.4,949.4,4.527
V06277977,A320_2237,2024-06-05,3.2,0,-0.9,992.6,1.876
V00853679,A380_0553,2024-06-05,2.5,0,3.8,947.4,2.648
V05495704,A350_6452,2024-06-05,5.1,0,11.3,940.5,0.913
V08130277,A330_6095,2024-06-05,0.7,0,-2.4,956.6,4.233
V03746196,B747_0442,2024-06-05,1.6,0,3.7,925.5,0.632
V03072793,A340_6933,2024-06-05,2.1,0,-2.4,963.5,1.027
V03488031,CRJ700_4386,2024-06-05,0.6,0,2.2,909.9,3.58
V04569593,E175_3327,2024-06-05,10.0,1,-12.3,905.7,1.13
V05454589,CRJ900_4821,2024-06-05,6.0,0,4.9,959.3,4.522
V04429475,B757_6806,2024-06-05,3.7,1,21.9,952.4,3.153
V03113366,A350_2804,2024-06-05,3.1,0,4.6,940.6,4.285
V04757594,CRJ700_1002,2024-06-05,1.2,0,-4.9,920.2,0.079
V07197773,CRJ700_6943,2024-06-05,6.6,1,-12.3,859.5,2.656
V06778836,B767_0277,2024-06-05,3.8,1,20.7,895.3,4.934
V08940381,A330_2602,2024-06-05,1.3,0,19.7,918.0,0.147
V04776523,E170_6723,2024-06-05,0.6,1,26.7,1030.5,2.881
V03054838,A340_3614,2024-06-05,2.8,0,1.3,876.3,1.304
V00362584,E175_4082,2024-06-05,4.1,0,-10.2,955.8,1.125
V06680826,A320_1930,2024-06-05,1.5,0,-7.5,925.9,2.238
V08656794,E170_4215,2024-06-05,3.4,0,0.2,912.8,0.142
V02208592,B747_1988,2024-06-05,5.8,0,-3.0,942.2,4.641
V00490133,A380_6121,2024-06-05,3.3,0,3.4,880.8,3.011
V01078793,CRJ700_2863,2024-06-05,7.4,0,-7.2,927.0,1.106
V00538128,A321_0181,2024-06-05,2.8,0,2.8,867.2,4.436
V00228114,E170_2583,2024-06-05,5.5,0,-10.2,998.9,4.298
V09501055,A350_4039,2024-06-05,5.6,0,5.0,932.7,3.946
V02949446,A321_5105,2024-06-05,7.9,1,-13.5,954.6,0.213
V09972247,B757_0375,2024-06-06,3.5,0,6.4,911.2,0.009
V05194992,B747_2724,2024-06-06,5.4,0,4.8,1011.5,0.17
V04977867,B747_0442,2024-06-06,3.6,0,1.4,788.9,0.171
V04836716,E170_6913,2024-06-06,4.6,1,-27.4,946.7,1.554
V06062166,A330_2982,2024-06-06,2.2,0,12.4,983.1,1.591
V04200584,B777_3944,2024-06-06,3.2,0,-2.6,968.9,0.555
V00958963,E170_2583,2024-06-06,4.7,0,2.6,963.6,1.231
V02176237,A350_1889,2024-06-06,7.6,0,1.3,944.6,2.993
V09163322,E170_4783,2024-06-06,0.6,0,2.8,1037.5,1.262
V04253760,A340_3214,2024-06-06,3.2,0,-5.9,955.7,1.443
V00037005,CRJ700_1968,2024-06-06,5.0,0,15.6,867.8,4.681
V02767515,A350_6495,2024-06-06,0.6,0,0.8,946.0,2.01
V01004584,A340_4021,2024-06-06,2.8,0,9.7,968.2,1.071
V05849129,E175_5414,2024-06-06,6.0,0,10.2,898.1,1.751
V00624266,B767_2315,2024-06-06,9.6,0,3.3,894.1,0.818
V03102510,A320_5229,2024-06-06,2.4,1,-13.1,995.0,0.262
V00346624,A350_4039,2024-06-06,3.7,0,5.2,878.3,0.356
V04230777,B737_2262,2024-06-06,8.7,0,0.3,911.3,1.254
V02073998,A321_4232,2024-06-06,5.1,0,-1.6,924.5,0.422
V02737332,CRJ900_6738,2024-06-06,12.4,1,-2.0,949.8,1.042
V09136742,A330_2237,2024-06-06,3.5,0,-1.2,937.9,2.649
V09177428,B737_1256,2024-06-06,8.2,0,2.4,951.7,0.55
V04357278,A350_2655,2024-06-06,6.2,0,0.8,958.7,0.367
V03464203,E170_6353,2024-06-06,1.8,0,2.9,953.5,0.942
V09523901,B767_2368,2024-06-06,4.6,0,1.4,990.6,2.146
V08616942,B767_2417,2024-06-06,5.9,0,-6.2,980.0,2.446
V05101558,A320_6731,2024-06-06,0.9,0,-4.9,854.4,4.361
V09304674,A320_4367,2024-06-06,3.7,0,-4.9,1014.2,0.23
V03488454,A330_6708,2024-06-06,0.6,1,-19.1,1028.9,1.647
V07647402,B777_6867,2024-06-06,5.4,1,-15.6,938.4,0.998
V03049128,E175_1426,2024-06-06,6.0,1,29.2,1052.3,1.103
V08713890,A380_2017,2024-06-06,4.7,0,0.6,956.3,4.76
V08321102,E175_5586,2024-06-06,4.2,0,-2.2,839.9,1.211
V00192022,E175_4558,2024-06-06,3.0,0,-9.5,895.4,4.231
V07063066,A320_6678,2024-06-06,2.0,0,-7.3,1027.7,1.855
V06742848,A340_1505,2024-06-06,8.1,0,15.6,1011.0,0.351
V09277631,B777_4029,2024-06-06,1.7,0,-7.3,880.3,4.151
V01166783,A330_4686,2024-06-06,10.1,0,10.8,952.7,1.077
V05941098,A321_1460,2024-06-06,0.6,1,-14.1,985.3,0.253
V03459959,B747_6800,2024-06-06,1.8,1,-12.5,996.1,0.038
V03225757,A350_4603,2024-06-06,8.3,0,-2.3,973.8,1.443
V09290694,B767_3878,2024-06-06,6.4,0,5.8,973.6,1.898
V01925541,A380_3162,2024-06-06,6.6,0,-0.7,966.6,4.57
V01649931,A330_3404,2024-06-06,6.2,0,-6.5,1013.8,3.989
V05169941,A320_6924,2024-06-06,6.1,0,-10.2,954.2,3.321
V09312110,E170_6246,2024-06-06,3.9,0,4.2,1019.7,1.026
V02189916,B777_5963,2024-06-06,6.8,0,4.3,937.8,3.901
V07766489,A340_4633,2024-06-06,0.6,1,21.5,989.1,0.292
V04157957,A330_3519,2024-06-06,2.5,0,6.5,935.6,1.74
V07155769,B737_0789,2024-06-06,4.8,0,4.0,942.5,2.144
V01514565,A350_6305,2024-06-06,4.0,0,-2.2,1044.1,0.659
V07720461,CRJ700_6849,2024-06-06,5.0,0,2.8,895.2,2.059
V07943022,CRJ900_3374,2024-06-06,6.2,0,-8.3,890.4,3.961
V09248919,A380_0594,2024-06-06,7.2,0,3.3,902.4,1.434
V07616481,A321_0181,2024-06-06,2.0,0,3.0,939.3,0.812
V09392029,B767_4217,2024-06-06,5.8,0,-10.3,1015.7,4.567
V01990512,E175_3843,2024-06-06,3.1,0,11.9,889.9,4.543
V09809525,A380_0178,2024-06-06,7.1,1,-15.0,893.1,3.568
V01278932,A340_3962,2024-06-07,5.6,0,-11.7,951.9,2.758
V08273170,A321_5105,2024-06-07,11.4,1,11.8,983.9,4.02
V06166728,E170_4783,2024-06-07,6.1,0,-5.5,895.4,2.368
V01602590,B747_2846,2024-06-07,6.7,0,-1.1,967.0,4.756
V09755243,B747_0262,2024-06-07,8.2,0,6.9,940.7,1.318
V01102998,A340_6933,2024-06-07,5.0,0,-6.0,983.9,0.4
V00082969,B767_2368,2024-06-07,8.9,0,-6.6,917.5,1.794
V04422058,A350_0500,2024-06-07,9.7,0,8.2,906.7,4.239
V09254682,E175_5586,2024-06-07,5.4,0,4.6,898.4,1.046
V05397916,B747_4152,2024-06-07,5.2,0,-4.4,895.8,3.368
V05245905,B747_1988,2024-06-07,2.1,0,-6.9,921.2,3.976
V08986312,B747_2389,2024-06-07,9.8,1,-13.3,879.1,0.368
V03191116,A350_5568,2024-06-07,4.8,0,7.0,977.5,3.485
V04390909,B747_4211,2024-06-07,2.3,1,-30.7,954.0,2.354
V04145525,E170_4215,2024-06-07,4.4,0,-2.8,975.6,3.298
V09732746,A350_1889,2024-06-07,6.0,0,4.4,1016.2,4.705
V00561689,CRJ700_4386,2024-06-07,7.2,0,7.9,1031.1,1.288
V04266743,A350_5434,2024-06-07,2.8,0,8.8,1012.9,2.57
V06479465,E175_2805,2024-06-07,5.6,0,-1.7,982.3,0.809
V01295434,CRJ700_1002,2024-06-07,7.1,0,12.9,1027.4,2.991
V05335031,B737_1117,2024-06-07,0.6,0,-1.8,924.4,4.692
V03773529,A320_2497,2024-06-07,10.1,0,6.0,885.7,4.703
V02305498,A340_4940,2024-06-07,1.8,0,-5.8,887.4,4.448
V01125645,A340_4662,2024-06-07,5.9,0,8.4,878.2,1.792
V02329498,A321_3707,2024-06-07,4.9,0,19.7,1084.5,4.617
V00349484,A380_6924,2024-06-07,9.7,0,-11.5,969.8,2.374
V00457738,B747_5273,2024-06-07,1.7,0,-3.3,979.6,1.32
V04978642,B747_0442,2024-06-07,4.2,0,17.1,960.9,1.652
V06597743,B777_0908,2024-06-07,3.6,0,7.7,912.5,4.081
V01264143,A350_4039,2024-06-07,8.7,0,11.6,974.1,2.847
V08365552,A320_3178,2024-06-07,7.9,1,-12.2,984.1,3.588
V09055542,A350_5987,2024-06-07,6.4,0,1.8,913.3,1.618
V02489432,A340_3614,2024-06-07,4.7,0,6.4,928.0,0.321
V09777577,B737_0940,2024-06-07,4.6,0,-5.0,905.9,0.672
V07145214,A380_3607,2024-06-07,3.3,1,-19.4,895.1,0.047
V04204888,A330_6979,2024-06-07,5.5,0,0.7,875.6,4.656
V03299176,E175_4558,2024-06-07,3.3,0,3.6,903.2,2.364
V01865907,A380_3162,2024-06-07,2.7,0,-5.2,964.7,0.993
V07037671,A350_0643,2024-06-07,10.7,0,1.0,930.9,3.549
V06819133,A320_6678,2024-06-07,3.6,0,-10.2,912.7,2.555
V06963467,A330_4856,2024-06-07,7.6,0,12.1,969.8,2.761
V04814219,A380_0710,2024-06-07,5.0,0,0.7,933.9,2.6
V03512175,CRJ700_2189,2024-06-07,3.9,0,4.0,965.1,1.395
V05354226,B767_2790,2024-06-07,7.4,0,6.0,883.6,1.664
V03018891,B737_2262,2024-06-07,1.9,0,2.2,1015.1,3.512
V01637311,B737_1256,2024-06-07,4.5,0,-3.8,945.1,1.52
V02159063,A330_4046,2024-06-07,3.4,0,-6.2,1047.4,1.529
V07971245,A350_1689,2024-06-07,6.5,0,1.1,919.3,2.686
V08669769,CRJ700_0545,2024-06-07,5.7,1,-13.0,879.2,3.989
V08478998,B757_0375,2024-06-07,1.4,0,-2.4,990.4,2.344
V03655645,B777_3000,2024-06-07,6.7,1,-21.0,892.4,4.557
V03053284,B777_4962,2024-06-07,2.3,0,1.2,960.3,0.511
V07658832,A380_4294,2024-06-07,5.5,0,-0.7,984.0,2.884
V05018519,B777_6740,2024-06-07,5.3,0,5.9,1009.2,0.881
V05194752,B757_6092,2024-06-07,3.4,0,-10.1,930.0,0.71
V02655736,E170_5551,2024-06-07,0.6,1,-13.7,903.6,4.332
V03789877,CRJ700_2988,2024-06-07,7.6,0,-0.8,951.4,0.095
V02432443,A321_3033,2024-06-07,2.7,0,4.3,1014.8,0.048
V09993913,B747_5923,2024-06-07,10.4,0,-3.3,957.1,1.713
V06340155,B737_0616,2024-06-07,6.1,0,-4.0,962.7,0.3
V09094864,A321_0181,2024-06-07,4.5,0,2.0,975.0,2.942
V04669295,B757_6477,2024-06-07,0.6,1,26.9,994.1,0.651
V09919400,A340_3214,2024-06-07,7.3,1,-21.8,959.5,0.144
V09704478,A350_3976,2024-06-07,5.2,0,-5.5,934.9,4.876
V01221334,CRJ900_3675,2024-06-07,9.9,1,-12.9,956.1,0.786
V02203800,A350_6031,2024-06-07,11.0,0,-8.6,1005.3,4.746
V08002457,CRJ700_3699,2024-06-07,5.4,0,0.7,891.9,3.831
V08014357,CRJ700_3108,2024-06-07,0.6,0,5.1,907.7,2.379
V07960136,A321_6807,2024-06-07,2.8,0,-11.0,899.2,1.835
V03418889,A350_6092,2024-06-07,5.9,0,8.5,981.2,3.333
V00185589,A330_3411,2024-06-07,5.6,0,-2.4,999.6,1.786
V03408422,CRJ700_3181,2024-06-07,2.4,0,14.1,918.8,1.289
V09402919,E170_5551,2024-06-07,7.6,0,-2.5,932.5,0.805
V02806027,CRJ900_6319,2024-06-07,3.0,0,5.1,961.9,4.813
V00443049,A330_1199,2024-06-07,5.6,0,-5.7,928.7,3.729
V03945543,E170_6353,2024-06-07,9.9,1,-12.4,918.2,3.568
V02164530,B747_4659,2024-06-07,4.3,0,13.2,870.8,2.829
V08674977,CRJ900_3749,2024-06-07,4.3,0,-2.5,1036.8,1.218
V00215518,B767_2417,2024-06-07,5.3,1,-19.0,940.9,2.292
V06109512,A321_5206,2024-06-07,2.8,0,-8.1,945.9,3.503
V03387419,A340_1047,2024-06-07,5.9,0,8.4,934.6,2.2
V00474251,B777_5397,2024-06-07,7.2,0,10.5,1015.3,3.492
V07243403,A321_1458,2024-06-07,4.2,1,-16.3,949.4,0.991
V01226538,A321_1968,2024-06-07,4.2,0,-7.9,952.4,1.116
V07026445,A340_2793,2024-06-07,7.1,0,-3.5,972.3,1.691
V04787275,E175_5414,2024-06-07,5.1,0,-8.7,932.6,1.056
V01626798,A340_1505,2024-06-07,7.8,0,-8.3,981.0,3.775
V01195022,A330_2237,2024-06-07,4.3,0,8.8,924.6,3.444
V00138804,B767_0906,2024-06-07,0.7,0,15.8,876.4,0.981
V00392019,B767_5501,2024-06-07,1.6,0,-5.0,960.5,2.297
V09369915,B747_4007,2024-06-07,9.1,0,7.8,926.1,1.319
V09113545,A350_6452,2024-06-07,3.6,0,-6.3,931.9,4.726
V01300525,A380_6283,2024-06-07,4.5,0,-2.3,997.6,3.716
V04120343,A330_6095,2024-06-07,5.6,0,11.4,851.9,3.124
V03518066,CRJ900_1993,2024-06-07,5.8,0,-2.2,1041.5,4.443
V06188165,B777_5963,2024-06-08,6.1,0,2.0,914.8,0.286
V08709529,E170_6723,2024-06-08,4.6,0,9.7,1033.7,4.474
V00949798,CRJ900_4821,2024-06-08,8.2,0,-8.3,1004.4,2.787
V00257740,B747_4659,2024-06-08,5.3,1,-14.2,915.4,3.355
V05922327,E175_1426,2024-06-08,0.6,0,-3.0,971.7,3.539
V05633512,B737_0789,2024-06-08,3.3,0,11.6,933.3,0.183
V01269817,E175_4082,2024-06-08,8.4,0,14.5,984.1,2.429
V00933187,B737_1256,2024-06-08,4.3,0,5.5,980.2,1.329
V09684741,CRJ700_1968,2024-06-08,2.4,0,9.6,941.9,0.898
V03219330,B757_1844,2024-06-08,3.5,1,27.2,930.1,2.161
V05684260,A350_6031,2024-06-08,8.4,0,3.6,962.7,4.268
V06989890,CRJ900_1943,2024-06-08,9.6,0,7.6,1024.6,4.16
V07763939,B737_1524,2024-06-08,7.6,0,-5.8,995.4,2.68
V08743324,CRJ900_5426,2024-06-08,7.9,0,0.5,952.3,0.084
V08917369,CRJ700_3699,2024-06-08,3.0,0,5.3,1014.4,1.35
V04378340,A380_2079,2024-06-08,4.9,0,-7.7,950.8,4.542
V03113177,A330_6095,2024-06-08,6.2,0,-0.7,1035.8,4.915
V01469956,E175_2805,2024-06-08,2.0,0,-6.0,906.1,4.36
V07517058,A330_4046,2024-06-08,2.9,1,32.4,976.4,0.866
V04548858,CRJ700_3181,2024-06-08,5.6,0,-0.7,1031.3,2.095
V09186688,A330_6573,2024-06-08,6.8,0,-9.8,959.3,0.072
V08587011,A380_2017,2024-06-08,2.4,0,4.9,1004.7,3.871
V07268644,CRJ700_2988,2024-06-08,5.5,0,1.7,969.1,0.639
V03309472,A320_2562,2024-06-08,7.0,0,-3.0,932.1,1.771
V03900425,A330_2982,2024-06-08,7.3,0,18.4,886.5,4.957
V07401178,A340_4021,2024-06-08,6.2,0,7.1,997.6,3.898
V06932321,B767_2315,2024-06-08,8.6,1,-16.9,951.5,4.397
V00567840,A321_5206,2024-06-08,4.1,0,-5.1,920.0,0.454
V06487380,A320_1884,2024-06-08,2.5,0,-8.4,962.5,1.291
V06857362,A321_3707,2024-06-08,5.3,0,9.4,961.5,4.684
V09014433,B767_0277,2024-06-08,6.0,0,11.3,917.9,2.218
V00701408,B777_6867,2024-06-08,5.9,0,8.4,938.4,0.546
V06594003,A330_3404,2024-06-08,4.9,1,-15.5,947.2,0.811
V09199539,A330_4129,2024-06-08,5.7,0,13.6,848.4,3.394
V08698931,CRJ900_3749,2024-06-08,5.8,0,14.3,927.0,2.769
V05494809,B777_0122,2024-06-08,4.8,0,9.0,967.3,3.132
V06613164,B737_2262,2024-06-08,4.1,0,1.0,924.8,2.945
V05040082,A350_4039,2024-06-08,4.2,0,-9.6,933.4,0.867
V06684415,A320_6242,2024-06-08,3.9,0,-7.1,919.5,1.485
V02141751,A350_4789,2024-06-08,1.5,0,-9.0,996.3,1.318
V01942295,B747_2724,2024-06-08,1.1,0,-0.2,952.8,4.783
V09662087,B747_6297,2024-06-08,6.8,0,5.5,931.6,4.357
V02923956,A350_0441,2024-06-08,4.7,0,-8.7,929.2,3.395
V04678202,B777_2912,2024-06-08,6.5,0,11.9,962.9,0.332
V02912465,A380_6283,2024-06-08,7.7,0,3.2,947.1,2.182
V08653069,A380_0710,2024-06-08,4.8,0,-1.9,930.0,0.388
V07898594,A340_4662,2024-06-08,5.4,0,0.7,1074.0,2.762
V04658161,E170_2583,2024-06-08,3.4,0,6.2,854.6,4.343
V07938661,A320_6924,2024-06-08,6.8,1,-15.5,1034.4,0.882
V02636703,A350_0643,2024-06-08,4.9,0,-3.0,970.9,2.497
V02409845,B747_5923,2024-06-08,4.0,3,-1.1,999.9,1.91
V04020745,A350_1177,2024-06-08,4.5,0,-4.9,991.1,3.027
V04782006,B757_2908,2024-06-08,1.6,0,0.8,952.6,4.735
V07411721,B747_2846,2024-06-08,4.2,0,-0.9,966.5,1.219
V07961345,B747_0262,2024-06-08,6.0,0,3.3,940.6,1.418
V05745488,B737_3303,2024-06-08,3.1,0,-3.2,902.9,4.085
V04104176,B757_4533,2024-06-08,5.4,0,-10.2,958.2,1.54
V05861971,A321_0473,2024-06-08,1.6,0,15.3,1028.2,4.892
V09504254,A380_6121,2024-06-08,3.2,0,-9.1,880.5,2.364
V01405831,A330_2237,2024-06-08,5.0,0,-6.2,907.6,3.668
V03518698,A330_5146,2024-06-08,0.6,0,-5.1,889.8,1.986
V04554174,CRJ700_1788,2024-06-08,4.0,0,-4.4,958.6,2.723
V03592259,B767_4965,2024-06-08,4.8,0,5.4,962.3,0.19
V03519741,B757_6806,2024-06-08,1.7,0,1.0,986.0,2.351
V00777566,A350_6495,2024-06-08,6.9,1,-15.0,1022.9,3.975
V04141515,E175_2945,2024-06-08,7.6,0,-5.7,1004.6,0.438
V00323488,B777_3944,2024-06-08,5.3,0,-1.6,1017.9,0.084
V08802396,A350_3976,2024-06-08,5.0,1,22.3,966.1,1.977
V09351624,CRJ900_3374,2024-06-08,6.8,0,5.7,992.1,2.027
V01340765,A321_1460,2024-06-08,3.5,1,21.6,887.1,2.623
V01013538,B777_4029,2024-06-08,4.7,0,2.6,971.4,3.674
V01156685,CRJ900_6319,2024-06-08,6.6,0,-0.0,870.9,0.648
V07942537,B747_6800,2024-06-08,2.7,0,-5.1,955.0,0.184
V06826899,B757_4595,2024-06-08,6.3,1,28.8,952.7,3.561
V02503799,A350_6902,2024-06-08,5.1,0,-11.7,913.2,4.711
V07291101,CRJ700_4386,2024-06-08,5.7,0,6.2,959.9,4.096
V01844534,B777_5812,2024-06-08,3.9,0,-1.8,952.4,4.348
V04089373,A340_2793,2024-06-08,7.3,0,16.2,902.8,0.698
V05891077,B767_2790,2024-06-08,4.6,0,14.7,894.3,1.783
V09827019,A340_4940,2024-06-08,6.7,0,14.5,868.1,3.232
V00120173,B767_3878,2024-06-08,2.4,0,-6.7,902.8,1.271
V05967874,CRJ900_1993,2024-06-08,6.9,0,7.1,971.9,0.105
V05569300,A330_4856,2024-06-08,7.2,0,9.0,988.2,3.234
V03368659,A321_0181,2024-06-08,8.0,0,6.6,931.9,3.3
V08803527,A350_1689,2024-06-08,3.9,0,2.6,1004.5,2.306
V08377580,B777_3776,2024-06-08,1.6,0,-0.4,1003.4,0.381
V00777824,A380_0415,2024-06-08,3.6,1,-15.9,902.5,4.086
V01310470,E175_2977,2024-06-09,5.6,0,1.9,914.1,3.031
V06636541,A321_5206,2024-06-09,2.9,0,-1.0,969.8,4.966
V02254235,A321_6807,2024-06-09,3.2,0,15.8,995.4,3.797
V01961454,A340_6943,2024-06-09,0.6,0,-9.9,921.3,4.582
V02047153,A330_6573,2024-06-09,7.8,0,-9.8,935.4,3.057
V01560657,B757_6416,2024-06-09,3.6,1,21.2,991.8,3.672
V00104273,B737_1524,2024-06-09,0.6,0,5.7,1048.9,0.02
V02582127,B777_5688,2024-06-09,7.3,0,-1.9,904.9,1.956
V06188933,A330_2602,2024-06-09,3.6,0,2.9,936.0,2.58
V09681587,A350_6902,2024-06-09,2.6,0,0.3,1033.7,3.186
V00455372,CRJ700_1788,2024-06-09,9.1,0,-0.2,942.1,4.598
V01386263,E175_3327,2024-06-09,7.7,0,-4.4,992.7,0.302
V06366740,CRJ700_4386,2024-06-09,2.9,0,-9.4,876.3,1.761
V00517882,B777_5812,2024-06-09,3.6,0,-1.8,911.5,1.188
V04918007,E175_6729,2024-06-09,4.5,0,-8.9,912.7,1.401
V01681843,A330_0921,2024-06-09,5.2,0,-2.2,948.9,0.401
V01515559,A350_6092,2024-06-09,5.1,0,1.1,885.9,1.962
V01225361,A380_0553,2024-06-09,2.7,0,10.1,966.6,4.064
V07506999,A330_3519,2024-06-09,5.7,0,-8.3,992.1,2.423
V09078251,A380_2079,2024-06-09,5.0,0,2.8,933.6,0.7
V07793306,A350_0500,2024-06-09,1.1,0,-5.6,1020.6,0.352
V05602523,A350_5434,2024-06-09,2.5,0,5.0,875.3,4.257
V09611891,A350_3122,2024-06-09,8.9,1,26.2,977.5,4.098
V01240449,CRJ900_2577,2024-06-09,6.6,0,2.0,872.9,4.858
V02508003,E170_1544,2024-06-09,5.2,0,10.8,998.8,0.189
V05257837,B747_2659,2024-06-09,4.1,0,6.2,928.5,4.45
V02192664,E170_2583,2024-06-09,5.2,0,1.7,961.1,2.354
V05155951,B747_4824,2024-06-09,8.7,0,8.5,884.9,2.712
V08787011,CRJ700_2863,2024-06-09,4.6,0,3.6,977.4,2.931
V02084993,A350_6031,2024-06-09,3.7,0,5.7,942.2,0.787
V00773966,B737_1117,2024-06-09,5.1,0,-4.8,950.3,3.254
V08762990,B747_0442,2024-06-09,8.2,0,3.7,937.4,1.192
V00967861,A321_0473,2024-06-09,2.5,0,2.8,985.8,3.848
V08518804,CRJ700_6849,2024-06-09,4.6,0,6.5,945.5,3.444
V05627307,B747_2846,2024-06-09,4.4,0,-1.5,940.1,4.561
V01526055,CRJ700_1002,2024-06-09,4.6,0,-11.9,934.9,0.932
V09329850,A350_2655,2024-06-09,5.9,0,-8.5,952.2,2.213
V00378590,A330_5146,2024-06-09,2.0,0,-6.5,1049.2,2.176
V05430271,A350_4603,2024-06-09,2.6,0,2.9,900.1,4.243
V06274185,A340_4940,2024-06-09,9.2,0,-6.9,1015.4,2.636
V02387730,A350_6452,2024-06-09,7.6,1,-21.3,1009.1,0.097
V03335777,A380_3155,2024-06-09,5.8,0,8.0,890.3,4.355
V06913696,B737_0789,2024-06-09,2.7,0,-5.1,895.2,0.717
V03282698,CRJ900_6738,2024-06-09,6.0,0,-1.1,975.8,0.632
V06116389,B767_4217,2024-06-09,3.9,0,-11.4,921.9,0.042
V09996157,A350_0643,2024-06-09,3.9,0,7.7,1034.9,3.401
V07499682,A321_3707,2024-06-09,2.4,0,1.0,984.2,4.946
V01649824,CRJ700_2189,2024-06-09,7.2,0,7.2,854.3,1.218
V05427570,CRJ900_3675,2024-06-09,7.8,0,6.3,954.7,4.012
V09865413,E175_5586,2024-06-09,0.6,0,-9.6,932.7,2.489
V02962579,A320_2497,2024-06-09,1.3,0,14.0,914.6,3.19
V07280714,A340_3962,2024-06-09,5.3,0,11.5,918.4,4.391
V09246986,E170_4215,2024-06-09,5.3,0,-5.6,896.9,3.221
V07596998,B757_0697,2024-06-09,3.5,0,-7.4,988.0,2.101
V02286261,A320_1930,2024-06-09,3.0,0,8.6,991.2,3.104
V04494748,A350_5987,2024-06-09,4.3,0,10.3,861.4,3.891
V09571242,A340_2827,2024-06-09,3.8,1,9.3,973.3,3.98
V00797395,A321_0181,2024-06-09,7.1,0,-3.2,912.4,2.797
V09018583,B747_0472,2024-06-09,0.6,0,-8.7,876.1,0.652
V06601004,CRJ900_4042,2024-06-09,4.0,0,-7.5,961.6,2.331
V09391855,A320_4367,2024-06-09,0.6,0,-7.5,1053.8,4.368
V06410391,B757_0375,2024-06-09,8.2,0,-10.8,772.2,4.872
V03427840,A340_3887,2024-06-09,1.6,0,-11.4,858.7,0.369
V03344010,A340_6668,2024-06-09,3.2,0,-1.6,757.3,1.955
V07666852,A380_6878,2024-06-09,9.8,0,-2.2,966.5,2.481
V09055910,B757_6477,2024-06-09,7.1,0,7.7,952.7,4.599
V09251915,A340_3214,2024-06-09,5.4,0,0.1,968.9,3.49
V00302246,B737_1256,2024-06-09,4.6,0,-7.3,930.1,1.124
V07354269,E175_4558,2024-06-09,7.3,1,-13.1,1062.1,2.089
V04227795,B777_0122,2024-06-09,2.6,1,-12.9,918.3,2.85
V05803351,CRJ900_3374,2024-06-09,0.6,0,-7.7,911.3,3.354
V08086211,A380_5199,2024-06-09,6.8,0,-5.9,1017.6,0.084
V03650753,A320_6242,2024-06-09,2.4,0,3.9,980.1,4.997
V09460080,A340_4633,2024-06-09,4.8,0,-2.8,1040.9,0.447
V00444177,A340_1505,2024-06-09,2.0,0,7.7,993.1,1.867
V01062353,B737_0940,2024-06-09,5.9,0,-11.9,1032.3,0.078
V01684686,A350_6092,2024-06-10,4.4,1,-20.6,926.3,0.767
